"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"P/2025/2955","Decided","APPROVED","","London Borough of Hounslow","reserved_matters","greater-london","hounslow","Land south of Brentford High Street and Waterside, High Street, Brentford, London ,TW8 8AE","TW8 8AE","Details of condition 5 (Foul Water Capacity) and condition 6 (Surface Water Capacity) pursuant to planning permission P/2021/4779 and 00607/BA/P9 dated 13/05/2022 for reserved matters for access, scale, appearance, layout and landscaping for Plot J submitted pursuant to outline planning permission 00607/BA/P2 dated 02/04/2015 for outline planning for the demolition of existing buildings and retention of a number of buildings as part of a comprehensive mixed use development comprising a maximum of 111,821sqm (GEA) including a maximum of 876 residential units along with associated works. The proposed development includes retail (A1 use), residential (C3 use), business (B1 use) and leisure (D1/D2 use) and associated uses as part of the development including car parking, cycle storage, and an energy centre. Creation of enhanced vehicular access and public realm works including hard and soft landscaping, works to the river walls and facilities associated with the mooring of boats, boat storage and maintenance. Full details are submitted for Phase 1 which includes erection of 323 residential units (C3 use), retail (A1 use) and commercial units (B1 use), an energy centre, car and cycle parking and associated works with creation of new vehicular and pedestrian access and circulation. Works to 129-130 High Street, works to and within Workhouse Dock including the provision of mooring facilities, a new pontoon access and associated facilities and other works incidental to the proposals (including Environmental Impact Assessment)","323","151810000","106267000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2025%2F2955","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"P/2025/3374","Decided","APPROVED","","London Borough of Hounslow","outline","greater-london","hounslow","Land south of Brentford High Street and Waterside,High Street,London,TW8 8AE","TW8 8AE","Details of condition 32 (SUDS) and 33 (Foul and surface water) for Plot H submitted pursuant to planning permission P/2012/2735 and 00607/BA/P2 dated 02/04/2015 for an outline planning application for the demolition of existing buildings and retention of a number of buildings as part of a comprehensive mixed use development comprising a maximum of 111,821sqm (GEA) including a maximum of 876 residential units along with associated works. The proposed development includes retail (A1 use), residential (C3 use), business (B1 use) and leisure (D1/D2 use) and associated uses as part of the development including car parking, cycle storage, and an energy centre. Creation of enhanced vehicular access and public realm works including hard and soft landscaping, works to the river walls and facilities associated with the mooring of boats, boat storage and maintenance. Full details are submitted for Phase 1 which includes erection of 323 residential units (C3 use), retail (A1 use) and commercial units (B1 use), an energy centre, car and cycle parking and associated works with creation of new vehicular and pedestrian access and circulation. Works to 129-130 High Street, works to and within Workhouse Dock including the provision of mooring facilities, a new pontoon access and associated facilities and other works incidental to the proposals (including Environmental Impact Assessment)(As amended)","323","151810000","106267000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2025%2F3374","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"P/2025/3328","Decided","APPROVED","","London Borough of Hounslow","outline","greater-london","hounslow","Land South of Brentford High Street and Waterside, High Street, Brentford, TW8 8EW","TW8 8EW","Details of Condition 64 (control of noise, fumes, odours and sound attenuation) for Plot C Unit C6B submitted pursuant to planning permission P/2012/2735 and 00607/BA/P2 dated 02/04/2015 for an outline planning application for the demolition of existing buildings and retention of a number of buildings as part of a comprehensive mixed use development comprising a maximum of 111,821sqm (GEA) including a maximum of 876 residential units along with associated works. The proposed development includes retail (A1 use), residential (C3 use), business (B1 use) and leisure (D1/D2 use) and associated uses as part of the development including car parking, cycle storage, and an energy centre. Creation of enhanced vehicular access and public realm works including hard and soft landscaping, works to the river walls and facilities associated with the mooring of boats, boat storage and maintenance. Full details are submitted for Phase 1 which includes erection of 323 residential units (C3 use), retail (A1 use) and commercial units (B1 use), an energy centre, car and cycle parking and associated works with creation of new vehicular and pedestrian access and circulation. Works to 129-130 High Street, works to and within Workhouse Dock including the provision of mooring facilities, a new pontoon access and associated facilities and other works incidental to the proposals (including Environmental Impact Assessment) (As amended)","323","151810000","106267000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2025%2F3328","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"P/2025/3571","Decided","APPROVED","","London Borough of Hounslow","outline","greater-london","hounslow","Land South of Brentford High Street and Waterside, High Street, Brentford,TW8 8AE","TW8 8AE","Details of condition 39 (Materials) for Plot J submitted pursuant to planning permission P/2012/2735 and 00607/BA/P2 dated 02/04/2015 for an outline planning application for the demolition of existing buildings and retention of a number of buildings as part of a comprehensive mixed use development comprising a maximum of 111,821sqm (GEA) including a maximum of 876 residential units along with associated works. The proposed development includes retail (A1 use), residential (C3 use), business (B1 use) and leisure (D1/D2 use) and associated uses as part of the development including car parking, cycle storage, and an energy centre. Creation of enhanced vehicular access and public realm works including hard and soft landscaping, works to the river walls and facilities associated with the mooring of boats, boat storage and maintenance. Full details are submitted for Phase 1 which includes erection of 323 residential units (C3 use), retail (A1 use) and commercial units (B1 use), an energy centre, car and cycle parking and associated works with creation of new vehicular and pedestrian access and circulation. Works to 129-130 High Street, works to and within Workhouse Dock including the provision of mooring facilities, a new pontoon access and associated facilities and other works incidental to the proposals (including Environmental Impact Assessment)(As amended)","323","151810000","106267000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2025%2F3571","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"P/2025/3572","Decided","APPROVED","","London Borough of Hounslow","outline","greater-london","hounslow","Land south of Brentford High Street and Waterside, High Street, Brentford, London, TW8 8AE","TW8 8AE","Details of condition 39 (Materials) for Plot E submitted pursuant to planning permission P/2012/2735 and 00607/BA/P2 dated 02/04/2015 for an outline planning application for the demolition of existing buildings and retention of a number of buildings as part of a comprehensive mixed use development comprising a maximum of 111,821sqm (GEA) including a maximum of 876 residential units along with associated works. The proposed development includes retail (A1 use), residential (C3 use), business (B1 use) and leisure (D1/D2 use) and associated uses as part of the development including car parking, cycle storage, and an energy centre. Creation of enhanced vehicular access and public realm works including hard and soft landscaping, works to the river walls and facilities associated with the mooring of boats, boat storage and maintenance. Full details are submitted for Phase 1 which includes erection of 323 residential units (C3 use), retail (A1 use) and commercial units (B1 use), an energy centre, car and cycle parking and associated works with creation of new vehicular and pedestrian access and circulation. Works to 129-130 High Street, works to and within Workhouse Dock including the provision of mooring facilities, a new pontoon access and associated facilities and other works incidental to the proposals (including Environmental Impact Assessment)(As amended)","323","151810000","106267000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2025%2F3572","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/01157/RES","Granted","Granted","24/05/2024","Dacorum Borough Council","outline","hertfordshire","hemel-hempstead","Spencer's Park Phase 2 East Land Between Three Cherry Trees Lane And Cherry Tree Lane Hemel Hempstead","","Details of the layout, scale, appearance and landscaping pursuant to outline planning application DBC Ref: 4/02539/16/MOA and SACDC Ref: 5/16/2845 comprising 324 dwellings, two Class E retail / commercial units, and associated landscaping and infrastructure works.","324","143224200","100256940","442050","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=SDXE3CFOJLH00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"23/01122/OUT","Decided (Approved)","Decided (Approved)","22/06/2023","Reigate and Banstead Borough Council","outline","surrey","redhill","Land At Sandcross Lane Reigate Surrey","","Outline application with all matters reserved, except access, for the phased development of a mixed-use residential-led new sustainable urban extension at land south west of Reigate, comprising up to 300 residential dwellings, including, approximately 65 units of Extra Care/Assisted Living accommodation (C2 Use) ; 3 traveller pitches; a replacement scout hut; a retail/commercial use; a country park; and associated open spaces, landscaping and infrastructure. As amended on 06/10/2023, 26/09/2024,17/12/2024,17/02/2025, 27/02/2025 and on 19/06/2025","300","142500000","99750000","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RVJ9AWMVH3V00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"23/01122/RM1","Decided (Approved)","Decided (Approved)","16/04/2026","Reigate and Banstead Borough Council","reserved_matters","surrey","redhill","Land At Sandcross Lane Reigate Surrey","","Application for Reserved Matters approval for appearance, layout, scale and landscaping relating to the erection of replacement scout hut with associated parking, temporary vehicular access, landscaping, site access road, drainage and associated infrastructure (excludes retail unit and MUGA), pursuant to outline permission 23/01122/OUT. Outline application with all matters reserved, except access, for the phased development of a mixed-use residential-led new sustainable urban extension at land south west of Reigate, comprising up to 300 residential dwellings, including, approximately 65 units of Extra Care/Assisted Living accommodation (C2 Use);3 traveller pitches; a replacement scout hut;a retail/commercial use; a country park;and associated open spaces, landscaping and infrastructure. As amended on 15/07/2026, 28/07/26 and on 13/08/2026","300","142500000","99750000","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD4LAGMVMAB00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"P/2026/1893","Decided","APPROVED","","London Borough of Hounslow","primary_consent","greater-london","hounslow","714 Kent Court, Unit 1 And 2,London Road,TW3 1BH","TW3 1BH","Details of Condition 24 (BREEAM) submitted pursuant to planning permission P/2016/3939 dated 19/06/2017 for the Redevelopment of the site to provide buildings of varying height between 2 and 11 storeys above ground, comprising 293 residential units (Use Class C3) and 926sqm of flexible commercial floorspace (Use Class A1-A3 / B1 / D1) together with associated car parking, cycle parking, landscaping and infrastructure works.","293","137710000","96397000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P%2F2026%2F1893","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02503/NMAT","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","non_material_amendment","greater-london","fulham","Hammersmith Town Hall King Street London W6 9JU","W6 9JU","Non-material amendment to planning permission (reference: 2018/01500/FUL) dated 30th April 2018 for the ""Demolition of 181-187 King Street, Town Hall Extension, Quaker Meeting House 20 Nigel Playfair Avenue (West), Register Office Nigel Playfair Avenue (West) and remainder of former Cineworld 207 King Street. Redevelopment, to include the Nigel Playfair Avenue (West) Car Park and Nigel Playfair Avenue (East), to provide four new build blocks comprising existing and new basements plus between six and eight storeys in height comprising 204 dwelling units (Class C3), retail (Class A1), Restaurant/caf� use (Class A3), Cinema (Class D2) and Office (Class B1) to include enterprise units; internal and external alterations and roof extension of the Grade II Listed Town Hall building to provide refurbished civic centre and new office use (Class B1); creation of a civic square and public realm works, play space, landscaping and associated residential and non-residential car parking (including disabled), cycle parking, motorcycle parking, access and servicing (EIA Development)"". Amendments sought to change from B1 to Use Class E under the new use class order and that no more than 50% of the area on floors 1 - 7 to be used as F1a Higher Education. The basement and parts of the ground floor are permitted for D2 cinema use; non material amendments to the use of the cinema screens as auditorium ancillary to the F1a is also sought.","204","128520000","89964000","654750","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T2OGZCBI0TR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"25/00537/REM","Permitted","Permitted","11/06/2025","Hinckley & Bosworth Borough Council","reserved_matters","leicestershire","hinckley","Land North Of A47 Normandy Way And East Of Stoke Road Hinckley Leicestershire","","Approval of reserved matters (appearance, landscaping, layout and scale) of outline planning permission 22/00318/OUT for construction of 475 dwellings and associated infrastructure and landscaping works.","475","123025000","86117500","259000","","","","","https://pa.hinckley-bosworth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=SX8JCVIIJWF00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DM/25/1986","Approved","Approved","04/08/2025","Mid Sussex District Council","reserved_matters","sussex","haywards-heath","Phase 1c, Burgess Hill Northern Arc, Land North And North West Of Burgess Hill, Between Bedelands Nature Reserve In The East And, Goddard's Green Waste Water Treatment Works In The West","","Reserved matters application to consider access, appearance, landscaping, layout and scale for parcels 1.7, 1.8 and OS1.2S, OS1.4, OS1.7 and OS1.8 comprising Eastern Neighbourhood Centre, 270 residential dwellings, including 60 extra care units, commercial floorspace, community building, neighbourhood square, cycle and pedestrian connections, parking and associated infrastructure, Eastern Parkland comprising open space, multi-use games areas (MUGA), public art, green circle cycle link and associated infrastructure.","270","116640000","81648000","432000","","","","","https://pa.midsussex.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T0MGDVKT04L00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/02644/RES","Granted","Granted","20/11/2024","Dacorum Borough Council","outline","hertfordshire","hemel-hempstead","LA3, Land At West Hemel Hempstead","","Submission of details of all matters reserved pursuant to outline planning permission 4/03266/18/MFA for 253 no. dwellings, car parking, garaging and incidental buildings and the internal roads. Details of appearance, landscaping, layout and scale to be considered.","253","111838650","78287055","442050","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=SN7I0AFOMM200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00264/OUT","Permitted","Permitted","20/03/2024","Hinckley & Bosworth Borough Council","outline","leicestershire","hinckley","Land North Of Normandy Way Hinckley Leicestershire","","Outline planning permission for the erection of up to 415 dwellings, including landscaping, open spaces, drainage and associated infrastructure (outline - access only)","415","107485000","75239500","259000","","","","","https://pa.hinckley-bosworth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=SANM60IIMSL00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00543/DRA","Granted","Granted","08/03/2024","Dacorum Borough Council","outline","hertfordshire","hemel-hempstead","LA5, Land At Icknield Way Tring Herts","","Details required by legal agreement Schedule 4, Paras 2.1.1, 2.1.2 and 2.1.3 attachted to planning permission 4/00958/18/MFA (Hybrid planning application for 226 dwellings, cemetery car park with toilet block and public open space (details submitted in full). and 0.75 hectares of employment space (b1a, b and c) and a cemetery extension of 1.7 hectares with all matters reserved)","226","99903300","69932310","442050","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=SA0SWSFO00800","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"F/YR23/0696/O","Granted","Granted","31/07/2023","Fenland District Council","outline","cambridgeshire","march","Land South Of Barkers Lane And East Of Wimblington Road March Cambridgeshire","","Outline planning permission (all matters reserved, except for access) for up to 425 dwellings (including affordable housing), formation of 2 x accesses, and a dropped kerb (for 38 Wimblington Road), safeguarded land for grass playing fields, public open space, landscaping, community garden, community orchard, childrens play areas, sustainable drainage infrastructure, retention of informal parking area, all other associated infrastructure, and demolition of an existing dwelling (40 Wimblington Road).","425","99875000","69912500","235000","","","","","https://www.publicaccess.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=RZFL5EHE0E100","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"254699PACBSD","Granted with S106 conditions","Granted with S106 conditions","15/12/2025","London Borough of Ealing","primary_consent","greater-london","ealing","TNS House West Gate W5 1UA","W5 1UA","Change of use of the existing office space (Use Class E(g)(i)) to provide 194 residential units (Use Class C3) (Class MA, 56 Day Prior Approval Process)","194","97000000","67900000","500000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T7BFK6JMIDY00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"25/00098/RMM","Permitted","Permitted","28/01/2025","East Cambridgeshire District Council","reserved_matters","cambridgeshire","ely","Land Parcel North And West Of Millfield Primary School Grange Lane Littleport Cambridgeshire","","Reserved matters application of the approval of the layout, scale, appearance and landscaping (phase 3) for 286 dwellings, 34 self-build unit plots, mixed use building, public open space, play areas, sustainable urban drainage and associated infrastructure pursuant to outline planning permission 22/01045/VARM","286","96382000","67467400","337000","","","","","https://pa.eastcambs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=SQT2BFGGKFO00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01324/FUL","Approved Subject to a S106 Agreement","Approved Subject to a S106 Agreement","07/10/2022","Brentwood Borough Council","primary_consent","essex","brentwood","Land North Of Shenfield Chelmsford Road Shenfield Essex","","Construction of 191 dwellings (Class C3), public open space, landscaping, sustainable urban drainage, access and associated infrastructure","191","95500000","66850000","500000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RIIKLODJIBZ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"16/05500/OUT","Approved","Approved","20/12/2016","South Somerset District Council (legacy portal)","outline","somerset","yeovil","Land South West Of Canal Way Ilminster Somerset","","Outline application for residential development for up to 400 dwellings with associated access.","400","94200000","65940000","235500","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIL1SPOW0FP00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"PAC/2025/3503","Decided","PRIOR APPROVAL NEEDED AND GRANTED","","London Borough of Hounslow","primary_consent","greater-london","hounslow","389 Chiswick High Road, Chiswick, London, W4 4AJ","W4 4AJ","Prior approval for the change of use from office (Use Class E) to residential (Use Class C3) to create 197 residential units and ancillary residential floorspace","197","92590000","64813000","470000","","","","","https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PAC%2F2025%2F3503","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DM/25/1129","Approved","Approved","29/04/2025","Mid Sussex District Council","outline","sussex","haywards-heath","Land At Foxhole Farm Foxhole Lane Bolney West Sussex","","Outline application (appearance, landscaping, layout and scale reserved), for the erection of up to 200 residential dwellings, including affordable housing; a community building (use class F1) encompassing land for education provision, together with associated access, ancillary parking and landscaping; the creation of a vehicular access point from the A272 Cowfold Road, and pedestrian and cycle only access to The Street; and creation of a network of roads, footways, and cycleways through the site; together with the provision of countryside open space, children's play areas, community orchard, and allotments; sustainable drainage systems and landscape buffers.","200","86400000","60480000","432000","","","","","https://pa.midsussex.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=SVHKF0KT04L00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
