"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"24/00137/CN21","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the Waste Management Plan, as required by condition 21 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4GAFBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN23","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the External Lighting as required by condition 23 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4G5CBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN14","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the Hard and soft landscaping as required by condition 14 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4FZLBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN08","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the cycle storage details as required by condition 8 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4FTYBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/1850/DRC","Permitted","Permitted","19/05/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Land At Rectory Lane Worlingham Suffolk","","Discharge of Condition No. 21 of DC/21/4154/FUL - Construction of 19 dwellings, new community centre with associated parking and two new access roads off Rectory Lane - Noise Management Plan","19","5320000","3724000","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFAB3WQXIUS00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/1831/AME","Permitted","Permitted","18/05/2026","East Suffolk Council","non_material_amendment","suffolk","felixstowe","Street Record Blythe Meadow Charsfield Suffolk","","Non Material Amendment of DC/25/1370/VOC - Variation of Condition No. 19 of DC/23/3655/VOC - Variation of Condition(s) 2 of Planning Permission DC/21/2319/FUL - (Mixed Residential development of 18 Dwellings Including 6 x No. AffordableHomes with Associated Garages and Parking. Construction of Access Road off St Peters Close and Provision of New Vehicular Access to No. 15) - Drainage layout changes required due to site layout changes agreed under application DC/23/3655/VOC. Updated approved details list - Updated site plan showing amendments to parking areas for plots 4,5,6 & 7","18","5040000","3528000","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF83E4QXITE00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00848/S73","Decided (Approved)","Decided (Approved)","20/05/2026","Reigate and Banstead Borough Council","variation","surrey","redhill","296, 298 And Rear Of 300 Fir Tree Road Epsom Downs Surrey KT17 3NN","KT17 3NN","Construction of six detached dwellings following demolition of 296 and 298 Fir Tree Road with access road, parking and landscaping. Variation of Condition 1 of appeal permission 23/01945/F. Crown roof to plots 2 and 3 to allow dwellings to be built in accordance with approved elevations and increase in width of single storey element to rear of Plot 5. Variation of condition 1 of permission 25/01504/S73 revised plans to incorporate brick walls and piers either side of the approved access road.","6","4830000","3381000","477000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF2VF2MVIIR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262109VAR","Granted with Conditions","Granted with Conditions","22/05/2026","London Borough of Ealing","variation","greater-london","ealing","Twyford Court Twyford Avenue Acton W3 9QE","W3 9QE","Application for a minor material amendment (s73) to vary Conditions 2 (Drawings) of planning permission ref. 230905FUL, dated 26/02/2024 for: ""Construction of an additional floor above an existing building to provide five residential units including means of access from the existing building; alterations and associated works; and associated amenity space cycling storage and refuse/recycling provision'. Variation seeks amendments to revised floor plans","5","2550000","1785000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFFMRWJMFU400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01421/PIP","Approved","Approved","08/05/2026","Cheshire West and Chester Council","primary_consent","cheshire","chester","Land At Willington Road Duddon Chester","","Permission in principle for erection of 9 dwellings","9","2520000","1764000","280000","","","","","https://pa.cheshirewestandchester.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEV9JDTE0U400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/2080/DRC","Permitted","Permitted","05/06/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Land West Of Halesworth Road Ilketshall St Lawrence Suffolk","","Discharge of Conditions 8, 11, and 22 of DC/22/3413/RG3 - ""Residential development comprising 7 dwellings"" - 8) Landscape and Ecological Management Plan, 11) Landscaping details; and 22) water usage calculations","7","1960000","1372000","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG5MJ9QXJ7C00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01383/S73","Approved","Approved","07/05/2026","Cheshire West and Chester Council","variation","cheshire","chester","Land At West Bank Chester","","Erection of 6 dwellings with associated landscaping, parking and access works (variation of conditions attached to permission reference 20/00300/FUL)","6","1680000","1176000","280000","","","","","https://pa.cheshirewestandchester.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TENKQOTEIL700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00905/VAR","Approved","Approved","11/06/2026","Teignbridge District Council","primary_consent","devon","newton-abbot","14 Horns Park Bishopsteignton TQ14 9RP","TQ14 9RP","Variation of conditions 2 & 4 on planning permission 25/01540/FUL (alterations, including partial demolition of existing dwelling, to create a new shared surface access road and construction of five new dwellings) relating to duplicate drawing and surface water drainage","5","1475000","1032500","295000","","","","","https://publicaccess.teignbridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG1RBAPZ0N200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01076/LBC","Approved","Approved","12/05/2026","South Somerset District Council (legacy portal)","primary_consent","somerset","yeovil","Land Rear White Horse Hotel High Street Wincanton Somerset BA9 9JP","BA9 9JP","Erection of 5 new dwelling houses to the rear carpark and garden of the former White Horse, including a new parking layout for the White Horse and new dwellings, landscaping and bin store and carport.","5","1190000","833000","238000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEXA70OWK5000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"16/00088/CN13","Application Permitted","Application Permitted","04/05/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land At Junction Of Church Street And Chapel Street Silverdale Newcastle Under Lyme Staffordshire","","Application for approval of facilities to prevent the deposition of extraneous matter (mud, debris, etc) on the public highway as required by condition 13 of planning permission reference 16/00088/FUL for Proposed housing development of 6 dwellings","6","1150500","805350","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEIMCSBMHB900","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262047FUL","Granted with Conditions","Granted with Conditions","18/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","138 Dormers Wells Lane Southall UB1 3JB","UB1 3JB","Conversion of a single dwellinghouse into two self-contained dwellings; first floor rear extension; and provision of associated amenity space, refuse and cycle storage","2","1020000","714000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF8RN7JMFO200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262009FUL","Granted with Conditions","Granted with Conditions","15/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","Nursing Home 9 Dormers Wells Lane Southall UB1 3HU","UB1 3HU","Construction of two storey block to provide care home facility with amenity, cycle parking and refuse facility to the existing nursing home with provision of external alterations (Use Class C2); alterations to existing building fenestrations; alteration to boundary wall; installation of glass panel; installation of glass roof","2","1020000","714000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF2FTFJMFIR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00528/FUL","Approved","Approved","01/06/2026","Brentwood Borough Council","variation","essex","brentwood","49 Warescot Road Brentwood Essex CM15 9HF","CM15 9HF","Variation of condition 2 (drawings of orginal application 25/01069/FUL (Demolition of existing conservatory and single garage. Conversion of existing dwelling house into two separate dwelling houses, hip to gable loft conversion, 2 no front dormers and rear dormer, with associated residential curtilage, refuse and cycle storage provision, together with associated residential parking (Part Retrospective). to allow for Existing window to Unit 2, living room removed. Proposed window to Unit 1, living room omitted. Addition of bathroom window to Unit 2 rear elevation. Existing side facing window to Unit 1, Bedroom 2 removed.","2","985250","689675","492625","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEOFBHDJM2X00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/2381/DRC","Permitted","Permitted","30/06/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Kings Head Hotel 2 Market Place Bungay Suffolk NR35 1AW","NR35 1AW","Discharge of condition Nos. 4 & 5 of DC/23/3267/LBC - Listed Building Consent - Refurbishment and conversion of The Kings Hotel into 6 apartment hotel suites including office/retail space at ground floor and one two bed dwelling and the conversion of The Odd Fellows Hall into two 3 bed dwellings. - Proposed materials","6","978000","684600","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THGDW9QXJPO00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01069/S73","Approved","Approved","11/05/2026","South Somerset District Council (legacy portal)","variation","somerset","yeovil","Land OS 8500 Part North Of Owl Street East Lambrook South Petherton Somerset","","S73 Application to vary 02 (approved plans) to make minor amendments to the design proposals relating to 23/02692/FUL; Proposed development of four dwellings and associated development","4","952000","666400","238000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEVKJLOWK4M00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00975/PIP","Approved","Approved","21/05/2026","Huntingdonshire District Council","primary_consent","cambridgeshire","huntingdon","Land Adjacent To 5 High Street Hail Weston","","Permission in Principle for erection of up to 3 dwellings.","3","916500","641550","305500","","","","","https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFQZGXIK0PX00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00603/LBC","Approved","Approved","26/05/2026","Southampton City Council","primary_consent","hampshire","southampton","11 Portland Street Southampton","","Listed building consent for sought for conversion of office into 5 flats (1x2-bed, 4x1-bed) with external alterations (submitted in conjunction with application 25/01245/FUL)","5","797470","558229","250000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFLDDAOZJ3700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00893/F","Application Permitted","Application Permitted","28/05/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","The Orchard 17 Senters Road Dersingham King's Lynn Norfolk PE31 6LJ","PE31 6LJ","VARIATION OF CONDITION 2 OF PLANNING PERMISSION 25/00486/F: (VARIATION OF CONDITION 2 OF PLANNING PERMISSION 23/00932/F) Construction of three dwellings, including new turning area for emergency and refuse vehicles","3","795000","556500","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFRMEIIVLPQ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/1703/FUL","Permitted","Permitted","26/05/2026","East Suffolk Council","primary_consent","suffolk","felixstowe","Land At Rear Of Beverley Accessed Via 145 Bucklesham Road Purdis Farm Suffolk IP3 8UB","IP3 8UB","Construction of two detached dwellings including vehicular access and associated external works","2","750000","525000","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEO6QYQX06O00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262028FUL","Granted with Conditions","Granted with Conditions","18/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","97 Mansell Road Greenford UB6 9EJ","UB6 9EJ","Conversion of dwellinghouse into 2x self-contained flats with provision of refuse storage; parking space, cycle storage; amenity spaces; single storey rear extension (following demolition of existing rear extension); rear roof extension; installation of two rooflights to front roofslope; installation of timber fence","2","740000","518000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF52UDJMFLE00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01385/COU","Approved","Approved","15/06/2026","South Somerset District Council (legacy portal)","primary_consent","somerset","yeovil","Shield House Blacknell Lane Crewkerne Somerset TA18 7HE","TA18 7HE","To subdivide an existing Class B2 General Industrial Unit into three units and change their use to Class B2, B8 and Class E(C)(D)(F)&(G)","3","714000","499800","238000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGPR76OW0L300","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/0903/VAR","Approved","Approved","02/06/2026","East Devon District Council","variation","devon","exmouth","9 Mill Street Ottery St Mary EX11 1AB","EX11 1AB","Variation of Condition Number 2 (approved plans) on Planning Permission 24/1686/FUL (Conversion of existing office to two dwellings) Replacement of existing timber sash windows with uPVC sash windows","2","640000","448000","320000","","","","","https://planning.eastdevon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEOD2DGHFXO00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00509/FUL","Decided (Approved)","Decided (Approved)","18/05/2026","Spelthorne Borough Council","primary_consent","surrey","staines","71 Viola Avenue Stanwell Staines-upon-Thames TW19 7SA","TW19 7SA","Amended description:- Erection of a part single/part two storey rear extension and conversion of existing dwelling into 2 no. two bedroom flats (following demolition of existing conservatory). Extending an existing crossover.","2","560000","392000","465000","","","","","https://publicaccess.spelthorne.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF80THPBG7R00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262104FUL","Granted with Conditions","Granted with Conditions","21/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","Ground Floor 35A Inglis Road Ealing W5 3RL","W5 3RL","Continued use of a single dwellinghouse (Use Class C3); single storey rear extension (Retrospective Application)","1","510000","357000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFE8TCJMFTN00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262252FUL","Granted with Conditions","Granted with Conditions","03/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","11 Marlborough Road Ealing W5 5NY","W5 5NY","Conversion of existing two self-contained residential units into single family dwellinghouse (Use class C3) and associated minor internal alterations; replacement of the existing roof tiles of the existing rear extension, recladding walls and a new rooflight, provision of associated cycle storage and refuse storage facilities","1","510000","357000","510000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG2EAAJMGBU00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01171/FUL","Granted","Granted","26/05/2026","Dacorum Borough Council","primary_consent","hertfordshire","hemel-hempstead","Friarswood Chipperfield Road Kings Langley Hertfordshire","","Change of use of second floor 2 bedroom flat to office space.","2","504000","352800","450000","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=TFFIERFOH4W00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01661/FUL","Granted","Granted","22/05/2026","City of Bradford","primary_consent","west-yorkshire","bradford","372 - 374 Otley Road Bradford West Yorkshire BD2 4QR","BD2 4QR","Convert existing shop into 3 separate units and installation of external security shutters","3","480000","336000","160000","","","","","https://planning.bradford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEX11EDHHVB00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01262/S73","Approved","Approved","02/06/2026","South Somerset District Council (legacy portal)","variation","somerset","yeovil","Orchard End Farm Water Street East Lambrook South Petherton Somerset TA13 5HN","TA13 5HN","S73 application to vary condition 2 (approved plans) of approval 25/00833/FUL for Proposed demolition of an agricultural building and the erection of two private self-build dwellings with parking and gardens.","2","476000","333200","238000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG08FAOWKED00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
