"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"24/00137/CN07","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the surface materials and drainage of parking areas as required by condition 7 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7449000","5214300","191000","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THL6XZBMI3A00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/1850/DRC","Permitted","Permitted","19/05/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Land At Rectory Lane Worlingham Suffolk","","Discharge of Condition No. 21 of DC/21/4154/FUL - Construction of 19 dwellings, new community centre with associated parking and two new access roads off Rectory Lane - Noise Management Plan","19","5296250","3707375","278750","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFAB3WQXIUS00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/1831/AME","Permitted","Permitted","18/05/2026","East Suffolk Council","non_material_amendment","suffolk","felixstowe","Street Record Blythe Meadow Charsfield Suffolk","","Non Material Amendment of DC/25/1370/VOC - Variation of Condition No. 19 of DC/23/3655/VOC - Variation of Condition(s) 2 of Planning Permission DC/21/2319/FUL - (Mixed Residential development of 18 Dwellings Including 6 x No. AffordableHomes with Associated Garages and Parking. Construction of Access Road off St Peters Close and Provision of New Vehicular Access to No. 15) - Drainage layout changes required due to site layout changes agreed under application DC/23/3655/VOC. Updated approved details list - Updated site plan showing amendments to parking areas for plots 4,5,6 & 7","18","5017500","3512250","278750","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF83E4QXITE00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00848/S73","Decided (Approved)","Decided (Approved)","20/05/2026","Reigate and Banstead Borough Council","variation","surrey","redhill","296, 298 And Rear Of 300 Fir Tree Road Epsom Downs Surrey KT17 3NN","KT17 3NN","Construction of six detached dwellings following demolition of 296 and 298 Fir Tree Road with access road, parking and landscaping. Variation of Condition 1 of appeal permission 23/01945/F. Crown roof to plots 2 and 3 to allow dwellings to be built in accordance with approved elevations and increase in width of single storey element to rear of Plot 5. Variation of condition 1 of permission 25/01504/S73 revised plans to incorporate brick walls and piers either side of the approved access road.","6","4800000","3360000","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF2VF2MVIIR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262109VAR","Granted with Conditions","Granted with Conditions","22/05/2026","London Borough of Ealing","variation","greater-london","ealing","Twyford Court Twyford Avenue Acton W3 9QE","W3 9QE","Application for a minor material amendment (s73) to vary Conditions 2 (Drawings) of planning permission ref. 230905FUL, dated 26/02/2024 for: ""Construction of an additional floor above an existing building to provide five residential units including means of access from the existing building; alterations and associated works; and associated amenity space cycling storage and refuse/recycling provision'. Variation seeks amendments to revised floor plans","5","2525000","1767500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFFMRWJMFU400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/2080/DRC","Permitted","Permitted","05/06/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Land West Of Halesworth Road Ilketshall St Lawrence Suffolk","","Discharge of Conditions 8, 11, and 22 of DC/22/3413/RG3 - ""Residential development comprising 7 dwellings"" - 8) Landscape and Ecological Management Plan, 11) Landscaping details; and 22) water usage calculations","7","1951250","1365875","278750","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG5MJ9QXJ7C00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00905/VAR","Approved","Approved","11/06/2026","Teignbridge District Council","primary_consent","devon","newton-abbot","14 Horns Park Bishopsteignton TQ14 9RP","TQ14 9RP","Variation of conditions 2 & 4 on planning permission 25/01540/FUL (alterations, including partial demolition of existing dwelling, to create a new shared surface access road and construction of five new dwellings) relating to duplicate drawing and surface water drainage","5","1450000","1015000","290000","","","","","https://publicaccess.teignbridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG1RBAPZ0N200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00809/S73","Decided (Approved)","Decided (Approved)","18/05/2026","Reigate and Banstead Borough Council","variation","surrey","redhill","Bethel Strict Baptist Chapel Chapel Road Tadworth Surrey KT20 5SE","KT20 5SE","Change of use and internal conversion of former place of worship to form a 3 bedroom dwelling. Variation of conditions 1 and 3 of permission 25/01087/F amendment to solar panel layout and roof tile material. As amended on 29/06/2026 and on 22/07/2026.","3","1425000","997500","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEVFGAMVI0700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/0853/FUL","Permitted","Permitted","11/06/2026","Exeter City Council","primary_consent","devon","exeter","2 Lyncombe Close Exeter EX4 5EJ","EX4 5EJ","Change of use of dwelling (C3 use) to a 4 bedroom house in multiple occupation (C4 use).","4","1186000","830200","296500","","","","","https://publicaccess.exeter.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGH38IHBIDW00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01076/LBC","Approved","Approved","12/05/2026","South Somerset District Council (legacy portal)","primary_consent","somerset","yeovil","Land Rear White Horse Hotel High Street Wincanton Somerset BA9 9JP","BA9 9JP","Erection of 5 new dwelling houses to the rear carpark and garden of the former White Horse, including a new parking layout for the White Horse and new dwellings, landscaping and bin store and carport.","5","1175000","822500","235000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEXA70OWK5000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262047FUL","Granted with Conditions","Granted with Conditions","18/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","138 Dormers Wells Lane Southall UB1 3JB","UB1 3JB","Conversion of a single dwellinghouse into two self-contained dwellings; first floor rear extension; and provision of associated amenity space, refuse and cycle storage","2","1010000","707000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF8RN7JMFO200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262009FUL","Granted with Conditions","Granted with Conditions","15/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","Nursing Home 9 Dormers Wells Lane Southall UB1 3HU","UB1 3HU","Construction of two storey block to provide care home facility with amenity, cycle parking and refuse facility to the existing nursing home with provision of external alterations (Use Class C2); alterations to existing building fenestrations; alteration to boundary wall; installation of glass panel; installation of glass roof","2","1010000","707000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF2FTFJMFIR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/2381/DRC","Permitted","Permitted","30/06/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Kings Head Hotel 2 Market Place Bungay Suffolk NR35 1AW","NR35 1AW","Discharge of condition Nos. 4 & 5 of DC/23/3267/LBC - Listed Building Consent - Refurbishment and conversion of The Kings Hotel into 6 apartment hotel suites including office/retail space at ground floor and one two bed dwelling and the conversion of The Odd Fellows Hall into two 3 bed dwellings. - Proposed materials","6","990000","693000","278750","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THGDW9QXJPO00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01069/S73","Approved","Approved","11/05/2026","South Somerset District Council (legacy portal)","variation","somerset","yeovil","Land OS 8500 Part North Of Owl Street East Lambrook South Petherton Somerset","","S73 Application to vary 02 (approved plans) to make minor amendments to the design proposals relating to 23/02692/FUL; Proposed development of four dwellings and associated development","4","940000","658000","235000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEVKJLOWK4M00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00975/PIP","Approved","Approved","21/05/2026","Huntingdonshire District Council","primary_consent","cambridgeshire","huntingdon","Land Adjacent To 5 High Street Hail Weston","","Permission in Principle for erection of up to 3 dwellings.","3","930000","651000","310000","","","","","https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFQZGXIK0PX00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00603/LBC","Approved","Approved","26/05/2026","Southampton City Council","primary_consent","hampshire","southampton","11 Portland Street Southampton","","Listed building consent for sought for conversion of office into 5 flats (1x2-bed, 4x1-bed) with external alterations (submitted in conjunction with application 25/01245/FUL)","5","800000","560000","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFLDDAOZJ3700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00893/F","Application Permitted","Application Permitted","28/05/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","The Orchard 17 Senters Road Dersingham King's Lynn Norfolk PE31 6LJ","PE31 6LJ","VARIATION OF CONDITION 2 OF PLANNING PERMISSION 25/00486/F: (VARIATION OF CONDITION 2 OF PLANNING PERMISSION 23/00932/F) Construction of three dwellings, including new turning area for emergency and refuse vehicles","3","789000","552300","263000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFRMEIIVLPQ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00674/PA56","Approved","Approved","30/06/2026","Southampton City Council","primary_consent","hampshire","southampton","6 Hanover Buildings Southampton SO14 1JW","SO14 1JW","Prior Approval sought for change of use of the upper floors from Commercial, Business and Service (Use Class E) to a 3 bed dwelling (Use Class C3)","3","765000","535500","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGD00AOZK2000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00370/PIP","Application Permitted","Application Permitted","18/05/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Former Site Of Field House Old Road Bignall End Stoke-on-trent Staffordshire","","Permission in Principle for 2 to 4 dwellings","4","764000","534800","191000","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF9X54BM0DH00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262028FUL","Granted with Conditions","Granted with Conditions","18/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","97 Mansell Road Greenford UB6 9EJ","UB6 9EJ","Conversion of dwellinghouse into 2x self-contained flats with provision of refuse storage; parking space, cycle storage; amenity spaces; single storey rear extension (following demolition of existing rear extension); rear roof extension; installation of two rooflights to front roofslope; installation of timber fence","2","750000","525000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF52UDJMFLE00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01385/COU","Approved","Approved","15/06/2026","South Somerset District Council (legacy portal)","primary_consent","somerset","yeovil","Shield House Blacknell Lane Crewkerne Somerset TA18 7HE","TA18 7HE","To subdivide an existing Class B2 General Industrial Unit into three units and change their use to Class B2, B8 and Class E(C)(D)(F)&(G)","3","705000","493500","235000","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGPR76OW0L300","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00509/FUL","Decided (Approved)","Decided (Approved)","18/05/2026","Spelthorne Borough Council","primary_consent","surrey","staines","71 Viola Avenue Stanwell Staines-upon-Thames TW19 7SA","TW19 7SA","Amended description:- Erection of a part single/part two storey rear extension and conversion of existing dwelling into 2 no. two bedroom flats (following demolition of existing conservatory). Extending an existing crossover.","2","550000","385000","461000","","","","","https://publicaccess.spelthorne.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TF80THPBG7R00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262104FUL","Granted with Conditions","Granted with Conditions","21/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","Ground Floor 35A Inglis Road Ealing W5 3RL","W5 3RL","Continued use of a single dwellinghouse (Use Class C3); single storey rear extension (Retrospective Application)","1","505000","353500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFE8TCJMFTN00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262077PACBSD","Prior Approval Required and Refused","Prior Approval Required and Refused","19/05/2026","London Borough of Ealing","primary_consent","greater-london","ealing","8A Junction Road Ealing W5 4XL","W5 4XL","Change of use of a single storey commercial outbuilding into dwellinghouse (C3) with provision of cycle storage; refuse storage, and boundary fence (Class MA, 56 day Prior Approval Process)","1","505000","353500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TFAGOPJMFQC00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262252FUL","Granted with Conditions","Granted with Conditions","03/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","11 Marlborough Road Ealing W5 5NY","W5 5NY","Conversion of existing two self-contained residential units into single family dwellinghouse (Use class C3) and associated minor internal alterations; replacement of the existing roof tiles of the existing rear extension, recladding walls and a new rooflight, provision of associated cycle storage and refuse storage facilities","1","505000","353500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TG2EAAJMGBU00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01171/FUL","Granted","Granted","26/05/2026","Dacorum Borough Council","primary_consent","hertfordshire","hemel-hempstead","Friarswood Chipperfield Road Kings Langley Hertfordshire","","Change of use of second floor 2 bedroom flat to office space.","2","500000","350000","445000","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=TFFIERFOH4W00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01661/FUL","Granted","Granted","22/05/2026","City of Bradford","primary_consent","west-yorkshire","bradford","372 - 374 Otley Road Bradford West Yorkshire BD2 4QR","BD2 4QR","Convert existing shop into 3 separate units and installation of external security shutters","3","480000","336000","160000","","","","","https://planning.bradford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TEX11EDHHVB00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
