"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"261519VAR","Granted with Conditions","Granted with Conditions","09/04/2026","London Borough of Ealing","primary_consent","greater-london","ealing","16 Ferrymead Avenue Greenford UB6 9TH","UB6 9TH","Minor Material Amendment Application (S.73) to vary condition 2 (approved plans) to allow for a minor internal amendment to the approved ground floor layout in pursuant to 250762FUL dated 21/10/2025 for: Conversion of an existing single family dwelling (C3) into 7 units 7 person HMO (Sui generis)","7","3640000","2548000","520000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8BL0JMLY200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00442/PAP3MA","Decided (Approved)","Decided (Approved)","17/03/2026","Reigate and Banstead Borough Council","primary_consent","surrey","redhill","Betchworth House 57 - 65 Station Road Redhill Surrey RH1 1DL","RH1 1DL","Prior Notification requirement under Part MA of the GPDO for the change of use of Class E space to form 8 apartments. As amended on 25/03/2026.","8","2120000","1484000","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TC18BQMVK9500","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00451/PAP3MA","Decided (Approved)","Decided (Approved)","18/03/2026","Reigate and Banstead Borough Council","primary_consent","surrey","redhill","Betchworth House 57 - 65 Station Road Redhill Surrey RH1 1DL","RH1 1DL","Prior Notification requirement under Part MA of the GPDO for the change of use of Class E space to form 7 apartments. As amended on 25/03/2026","7","1855000","1298500","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TC32VUMVKC100","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00372/FUL","Approved","Approved","30/03/2026","Brentwood Borough Council","variation","essex","brentwood","Hill House Cornsland Brentwood Essex CM14 4JN","CM14 4JN","Variation of Condition 1 (Scope of permission) of application 25/01380/FUL (Variation of condition 1 (Approved drawings) of application 23/00274/FUL & appeal reference APP/H1515/W/23/3324685 (Demolition of the existing detached dwelling and construction of 2 new residential dwellings, landscaping and associated parking (partly retrospective)) to allow for the footprint of plot 2 to be revised, enlargement of kitchen, internal layout reconfiguration, lift to be installed, utility room relocated to garage, proposed location of air source pump heating and alterations to fenestration's) to vary the design of plot 1","2","1640000","1148000","500000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TCPIUGDJKNX00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00462/PA56","Approved","Approved","21/04/2026","Southampton City Council","primary_consent","hampshire","southampton","150 - 152 High Street Southampton SO14 2BT","SO14 2BT","Prior Approval sought for a change of use of the first and second floor from Commercial, Business and Service (Use Class E) to 7 flats (5 x 1 bed, 1 x studio, 1 x 2 bed) (Use Class C3) and part change of use ground floor to facilitate residential access, cycle and bin storage","7","1109759","776831","250000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDUF9XOZGSC00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00529/S73","Decided - Permitted","Decided - Permitted","18/03/2026","Bedford Borough Council","variation","bedfordshire","bedford","Land Adjacent 164 Stagsden Road Bromham Bedford Bedfordshire MK43 8QR","MK43 8QR","Technical details consent application for the erection of 2 dwellings, pursuant to the permission in principle granted under application 19/02205/PIP, including removal of condition 15 (Energy Statement) attached to 22/01391/FULTDC","2","670518","469363","335259","","","","","https://publicaccess.bedford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TC31XACUFU300","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00642/FUL","Decided - Permitted","Decided - Permitted","02/04/2026","Bedford Borough Council","primary_consent","bedfordshire","bedford","15 - 17 Sergeants Way Bedford Bedfordshire MK41 0EH","MK41 0EH","Subdivision into two separate commercial units with two separate entrances and two separate trade areas.","2","670518","469363","335259","","","","","https://publicaccess.bedford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TCVKZYCUHP000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"20/01221/NON/3","Approved","Approved","13/04/2026","Brentwood Borough Council","non_material_amendment","essex","brentwood","1 Former Wates Way Industrial Estate Brentwood CM15 9AZ","CM15 9AZ","Non-material amendment to application 20/01221/FUL and Appeal Ref APP/H1515/W/22/3301674 (Demolition of all buildings and structures and the construction of a Class E foodstore and Class C3 dwellinghouses (46 x 1 and 2 bed flats), together with access/egress from Ongar Road and Burland Road, car parking, landscaping, replacement substation, and associated engineering works) to allow for the below changes: The subdivision of the approved cycle storage (bike store) into two separate stores, following advice from the project's fire consultant. The introduction of one additional single external access door to serve the reconfigured cycle storage. The removal of one previously approved external door serving a stair core. This door originally opened into a lift lobby, which is now incorporated within the main stair core and no longer requires a separate external access. The insertion of a partition wall in the duplexes to create a study due to oversized living areas.","2","540000","378000","500000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFWX7DJL6F00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00531/F","Application Permitted","Application Permitted","23/03/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","Caravan Site West Lee 21 Town Lane Brancaster Staithe King's Lynn Norfolk PE31 8BT","PE31 8BT","Variation of Condition 1 of Planning Permission 25/02074/RM - SOME RESERVED MATTERS: Erection of two dwellings.","2","530000","371000","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TCDHACIVIBK00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00487/F","Application Permitted","Application Permitted","16/03/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","Main Road/Chequers Lane West Winch Norfolk","","Variation of Condition 1 attached to Planning Permission 24/02213/F: VARIATION OF CONDITION 1 OF PLANNING CONSENT 24/01459/RM - Application for reserved matters: Appearance, landscaping, layout and scale for construction of 2 no. dwellings complete with garages and associated landscaping works.","2","530000","371000","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TC0IJQIVHXC00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00693/F","Application Permitted","Application Permitted","20/04/2026","King's Lynn & West Norfolk Borough Council","primary_consent","norfolk","kings-lynn","Grantly 108 School Road Terrington St John Wisbech Norfolk PE14 7SG","PE14 7SG","VARIATION OF CONDITIONS 2,8,9,11 OF PLANNING PERMISSION 24/00539/F: Redevelopment of Grantly Site, demolition of existing bungalow and construction of two new chalet bungalows","2","530000","371000","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDWDVZIV0L800","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00413/LBC","Approved","Approved","10/04/2026","Brentwood Borough Council","primary_consent","essex","brentwood","Dytchleys Coxtie Green Road Pilgrims Hatch South Weald Essex CM14 5RJ","CM14 5RJ","Variations of Condition 2 of Application 18/01893/LBC (Alterations and change of use of property from Class C2 (Residential Institution) & D1 (Non Residential Institution) to Class C3 (Dwelling House) involving conversion of main building to single residential dwelling, external alterations to main building including retention of exposed brickwork. Reconstruction of stable block including repair and conversion works to Clock Tower, retention of garage block and kennels, associated hard landscaping and ancillary works.) for changes to the use of multiple rooms within basement and ground floor levels within the main house, Removal of wet areas from the basement including sauna, steam room and spa and associated plant and equipment. Removal of stairs and introduction of new stairs at basement and ground floor level. Amendments to the reinstatement of a previously blocked opening, WCs and bathrooms removed and inserted in alternative locations, doorways removed and inserted in alternative locations and bathrooms removed and inserted in alternative locations.","1","500000","350000","500000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD88GJDJ0A900","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
