"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"22/01105/CN13","Application Permitted","Application Permitted","16/06/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land To East Of Woodside Baldwins Gate Newcastle Under Lyme ST5 5DA","ST5 5DA","Application for approval of scheme of bat sensitive external lighting as required by condition 13 of planning permission reference 22/01105/FUL for Residential development for 40 dwellings with associated landscaping, car parking, drainage, and other necessary supporting infrastructure (Amended plans received & description changed) **The application has been amended since public consultation was last undertaken in July 2024. Since this time the proposed layout of the scheme has been subject to further minor amendments to its layout and additional supporting information has been submitted particularly in relation to Highways, Tree, Ecology and Drainage issues**","40","7670000","5369000","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGVWOTBM0DK00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01105/CN12","Application Permitted","Application Permitted","16/06/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land To East Of Woodside Baldwins Gate Newcastle Under Lyme ST5 5DA","ST5 5DA","Application for approval of samples of all external materials/finishes to be used for construction of the approved dwellings; and the location and type of all in-built and other bat and bird boxes to be installed as required by condition 12 of planning permission reference 22/01105/FUL for Residential development for 40 dwellings with associated landscaping, car parking, drainage, and other necessary supporting infrastructure (Amended plans received & description changed) **The application has been amended since public consultation was last undertaken in July 2024. Since this time the proposed layout of the scheme has been subject to further minor amendments to its layout and additional supporting information has been submitted particularly in relation to Highways, Tree, Ecology and Drainage issues**","40","7670000","5369000","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGVWO3BM0DK00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01105/CN08","Application Permitted","Application Permitted","16/06/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land To East Of Woodside Baldwins Gate Newcastle Under Lyme ST5 5DA","ST5 5DA","Application for approval of a Construction Management Plan as required by condition 08 of planning permission reference 22/01105/FUL for Residential development for 40 dwellings with associated landscaping, car parking, drainage, and other necessary supporting infrastructure (Amended plans received & description changed) **The application has been amended since public consultation was last undertaken in July 2024. Since this time the proposed layout of the scheme has been subject to further minor amendments to its layout and additional supporting information has been submitted particularly in relation to Highways, Tree, Ecology and Drainage issues**","40","7670000","5369000","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGVWMKBM0DK00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01105/CN06","Application Permitted","Application Permitted","16/06/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land To East Of Woodside Baldwins Gate Newcastle Under Lyme ST5 5DA","ST5 5DA","Application for approval of revised Arboricultural Impact Assessment (AIA), Arboricultural Method Statement (AMS) and Tree Protection Plan (TPP) as required by condition 06 of planning permission reference 22/01105/FUL for Residential development for 40 dwellings with associated landscaping, car parking, drainage, and other necessary supporting infrastructure (Amended plans received & description changed) **The application has been amended since public consultation was last undertaken in July 2024. Since this time the proposed layout of the scheme has been subject to further minor amendments to its layout and additional supporting information has been submitted particularly in relation to Highways, Tree, Ecology and Drainage issues**","40","7670000","5369000","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGVWKJBM0DK00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01105/CN04","Application Permitted","Application Permitted","16/06/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land To East Of Woodside Baldwins Gate Newcastle Under Lyme ST5 5DA","ST5 5DA","Application for approval of an archaeological investigation as required by condition 04 of planning permission reference 22/01105/FUL for Residential development for 40 dwellings with associated landscaping, car parking, drainage, and other necessary supporting infrastructure (Amended plans received & description changed) **The application has been amended since public consultation was last undertaken in July 2024. Since this time the proposed layout of the scheme has been subject to further minor amendments to its layout and additional supporting information has been submitted particularly in relation to Highways, Tree, Ecology and Drainage issues**","40","7670000","5369000","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGQEP1BMHVA00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN21","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the Waste Management Plan, as required by condition 21 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4GAFBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN23","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the External Lighting as required by condition 23 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4G5CBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN14","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the Hard and soft landscaping as required by condition 14 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4FZLBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN08","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the cycle storage details as required by condition 8 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TI4FTYBM06400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"24/00137/CN07","Application Permitted","Application Permitted","03/07/2026","Newcastle-under-Lyme Borough Council","primary_consent","staffordshire","newcastle-under-lyme","Land Off Cross Street Chesterton Newcastle Under Lyme Staffordshire ST5 7HF","ST5 7HF","Application for approval of the surface materials and drainage of parking areas as required by condition 7 of planning permission 24/00137/FUL - Detailed (full) planning permission for the erection of 39 dwellings within Use Class C3, formation of open space, hard and soft landscaping, provision of access and associated engineering work at land at Cross Street, Chesterton, Newcastle-under-Lyme.","39","7478250","5234775","191750","","","","","https://publicaccess.newcastle-staffs.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THL6XZBMI3A00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"18/01866/AMD2","Approved","Approved","27/07/2026","Teignbridge District Council","non_material_amendment","devon","newton-abbot","Land Around James House NGR 287112 79952 Exeter Road Chudleigh","","Non Material amendment in relation to the resiting of plots 5 and 6 and alterations to design of Plot 6 - in relation to original application 18/01866/MAJ - Reserved matters approval for 19 dwellings with associated open space and infrastructure (approval sought for appearance, landscaping, layout and scale) pursuant to outline permission 15/00499/MAJ for up to 19 dwellings with associated open space and infrastructure (approval sought for access)","19","5510000","3857000","290000","","","","","https://publicaccess.teignbridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TIW0U3PZ0L800","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262307VAR","Granted with Conditions","Granted with Conditions","08/06/2026","London Borough of Ealing","variation","greater-london","ealing","300-310 Ruislip Road East Greenford UB6 9BH","UB6 9BH","Application under Section 73 of the Town and Country Planning Act (1990) (as amended) seeking a Minor Material Amendment to vary Conditions 2, 3, 4, 5, 6, 9, 11, 12, 13, 15, 16 and 17 to enable phased implementation of the approved development through a phasing plan, and to introduce a new condition requiring payment of Community Infrastructure Levy (CIL) on commencement of each phase; attached to planning permission 232806FUL dated 07 June 2024 which granted planning permission for: Redevelopment of existing mixed-used building (commercial/retail units at ground floor, and residential on upper floors) to create 9no residential units in total; facilitated by two storey rear extension and conversion of roof space to habitable use incorporating two front dormers (at Nos. 300-302 Ruislip Road East); and two storey mews to rear (following demolition of existing commercial/retail units and rear garages); associated internal and external alterations; and provision of vehicular, and pedestrian access routes.","9","4545000","3181500","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGBNKQJMGIR00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/00176/AMD1","Approved","Approved","06/07/2026","Teignbridge District Council","non_material_amendment","devon","newton-abbot","Land At South West Exeter NGR 291652 89142 Markham Lane Shillingford Abbot","","Non-material amendment (to increase footpath by approx 600mm and replace brick wall with railings) to reserved matters approval of details for 25 apartments and associated infrastructure and open space pursuant to the grant of outline planning permission (15/00708/MAJ) (approval sought for layout, scale, landscaping and appearance)","25","3875000","2712500","290000","","","","","https://publicaccess.teignbridge.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THRDNIPZ03P00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262550VAR","Granted with Conditions","Granted with Conditions","25/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","Springfield Court & Fells Haugh Lynton Road & Horn Lane Acton London W3 9EA","W3 9EA","Minor Material Amendment Application (S.73) to vary condition 2 (approved plans) to allow amendments of wordings pursuant to 254660VAR dated 29/01/2026 for 'Alterations and extensions to roof of the building to provide six self-contained residential units; associated works including rear dormer extensions; raising of front stairwells; and landscaping'","6","3030000","2121000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TH77R8JMH8200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01151/F","Application Permitted","Application Permitted","10/07/2026","King's Lynn & West Norfolk Borough Council","primary_consent","norfolk","kings-lynn","Potters London Ltd Rollesby Road Hardwick Industrial Estate King's Lynn Norfolk PE30 4HP","PE30 4HP","7 No small general industrial starter units","7","1820000","1274000","260000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THY20WIVHCF00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01073/F","Application Permitted","Application Permitted","24/06/2026","King's Lynn & West Norfolk Borough Council","variation","norfolk","kings-lynn","Manor Farm Main Road Titchwell Norfolk","","Variation of Condition 2 attached to 22/01858/F: VARIATION OF CONDITIONS 2, 6, 17 AND 23 OF PLANNING PERMISSION 21/00940/F: Demolition of the existing modern agricultural barn, conversion of three barns to form 6 dwellings provision of bin and cycle store, parking, hard and soft landscaping and associated works","6","1560000","1092000","260000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TH5MHIIVJMY00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01094/F","Decided (Approved)","Decided (Approved)","13/07/2026","Reigate and Banstead Borough Council","primary_consent","surrey","redhill","The Barn 122 London Road Redhill Surrey RH1 2JJ","RH1 2JJ","Proposed 3 x new air conditioning units enclosed on three sides with a protective railing. A proposed new gas cooler at ground level. Proposed new timber fence with access gate.","3","1425000","997500","475000","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THDQXUMVMX000","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02657/VAR","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","primary_consent","greater-london","fulham","Land West Of 36 Poplar Grove London","","Removal of conditions 16 and 17 (parking permits) of planning permission ref: 2021/00693/FUL granted 2nd July 2021 for the 'Demolition of existing single storey garage and erection of a replacement part three storey plus-basement single dwellinghouse; erection of a structure to house an internal staircase together with solar panels at roof level; formation of front and rear roof terraces at third floor level; erection of external steps from basement to garden level at the rear of the property'.","1","1350000","945000","650000","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T3EAL0BIK0G00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"262322FUL","Granted with Conditions","Granted with Conditions","09/06/2026","London Borough of Ealing","primary_consent","greater-london","ealing","8A Junction Road Ealing W5 4XL","W5 4XL","Conversion of an existing single storey detached outbuilding to a self-contained residential unit (Use Class C3); associated external alterations; and provision of cycle and refuse storage.","1","1240000","868000","505000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGDCOIJMGKC00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/0853/FUL","Permitted","Permitted","11/06/2026","Exeter City Council","primary_consent","devon","exeter","2 Lyncombe Close Exeter EX4 5EJ","EX4 5EJ","Change of use of dwelling (C3 use) to a 4 bedroom house in multiple occupation (C4 use).","4","1183000","828100","295750","","","","","https://publicaccess.exeter.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGH38IHBIDW00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02330/FUL","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","primary_consent","greater-london","fulham","20 Cardross Street London W6 0DR","W6 0DR","Erection of a rear roof extension involving an increase in the ridge height; erection of a rear extension at second floor level, on top of the existing back addition; erection of a single storey rear extension to the side of the existing back addition; installation of 2no rooflights above the main flat roof at roof level and 2no rooflights in the front roofslope; reinstatement of 1no window to the front elevation, replacement of existing windows with new windows and installation of French doors and a Juliet balcony to replace the existing to the rear elevation at first floor level; installation of sliding doors to replace the existing French doors and windows at ground floor level to the rear elevation; alterations to the roof of ground floor rear back addition.","2","1060000","742000","650000","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T1NX6GBII1700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"2025/02288/FUL","Application Approved","Application Approved","","London Borough of Hammersmith & Fulham","primary_consent","greater-london","fulham","150 Harbord Street London SW6 6PH","SW6 6PH","Erection of a dormer comprising of French doors and a Juliet balcony in the rear roofslope; erection of a rear extension at second floor level over part of the existing back addition; erection of a part one, part two storey extension at ground and first floor level to the side of the main building, and erection of a single storey rear extension to the side and rear of the existing back addition; infilling of 1no window and replacement of 1no existing window with a new window to the side of rear back addition at first floor level; de-conversion of the existing building from 2no self-contained flats into a single family dwellinghouse.","2","1060000","742000","650000","","","","","https://public-access.lbhf.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T1E6OBBIHSE00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/2381/DRC","Permitted","Permitted","30/06/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Kings Head Hotel 2 Market Place Bungay Suffolk NR35 1AW","NR35 1AW","Discharge of condition Nos. 4 & 5 of DC/23/3267/LBC - Listed Building Consent - Refurbishment and conversion of The Kings Hotel into 6 apartment hotel suites including office/retail space at ground floor and one two bed dwelling and the conversion of The Odd Fellows Hall into two 3 bed dwellings. - Proposed materials","6","990000","693000","280000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THGDW9QXJPO00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00744/PA2A","Approved","Approved","26/06/2026","Southampton City Council","primary_consent","hampshire","southampton","Locksley Court 24 - 26 Archers Road Southampton SO15 2LE","SO15 2LE","Permitted Development Assessment - Prior Approval sought for an additional 1 storey to provide 6 x flats (4 x two bed 2 x one bed)","6","960000","672000","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TH88YVOZL8F00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/01314/S73","Approved","Approved","08/06/2026","South Somerset District Council (legacy portal)","variation","somerset","yeovil","Land At Lower Cheriton Lane North Cheriton Templecombe Somerset","","S73 application to vary Condition 2 (Approved Plans) to change: roof tiles from clay to slate for all Plots; porch from timber to stone for Plot 4; windows and doors for Plots 1 to 3 to uPVC; addition of window on front elevation of Plot 4; and use of render on the rear and on one side elevation of Plots 1 to 3; in relation to permission 25/00916/FUL for 'Construction of four dwellings with associated access, parking and landscaping (revised scheme)'.","4","947000","662900","236750","","","","","https://publicaccess.southsomerset.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TGB73POWKGS00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00803/DIS","Approved","Approved","10/07/2026","Southampton City Council","condition_discharge","hampshire","southampton","123-125 Above Bar Street Southampton SO14 7FH","SO14 7FH","Application for approval of details reserved by conditions 03 (Nitrate Mitigation), 06 (Water efficiency) and 07 (Energy Efficiency) of permission 24/01032/FUL for 5 flats","5","800000","560000","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THY65AOZM7X00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00809/PA56","Approved","Approved","10/07/2026","Southampton City Council","primary_consent","hampshire","southampton","76 Anglesea Road Southampton","","Prior Approval sought for a change of use from Commercial, Business and Service (Use Class E) to 5 flats (3 x 1 bed, 2 x 2 bed) (Use Class C3)","5","800000","560000","255000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=THYSHDOZM9700","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
