"planningReference","status","decision","receivedDate","localAuthority","consentStage","county","town","siteAddress","postcode","proposal","units","estimatedGdv","indicativeLoanAt70Ltgdv","valuationMedianPrice","applicantName","applicantCompany","agentName","agentCompany","planningUrl","note"
"26/00205/DIS","Approved","Approved","24/02/2026","Southampton City Council","condition_discharge","hampshire","southampton","Land to rear of 104 - 107 East Street Southampton SO14 3HH","SO14 3HH","Application for approval of details reserved by conditions 6 (materials storage), 8 (protection of nesting birds), (11, 12 and 13 - contamination) of planning permission ref 19/00348/FUL for 16 flats.","16","2545968","1782178","249000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TB0HRMOZ0KD00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00204/DIS","Approved","Approved","24/02/2026","Southampton City Council","condition_discharge","hampshire","southampton","Land to rear of 104 - 107 East Street Southampton SO14 3HH","SO14 3HH","Application for approval of details reserved by condition 10 (archaeological work programme) of planning permission ref 19/00348/FUL for 16 flats.","16","2545968","1782178","249000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TB0H6BOZ0KD00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00162/DIS","Approved","Approved","13/02/2026","Southampton City Council","condition_discharge","hampshire","southampton","Land to rear of 104 - 106 East Street Southampton SO14 3HH","SO14 3HH","Application for approval of details reserved by condition 16(Energy & Water) of permission 19/00348/FUL for erection of a 5 storey building to provide 16 flats (12 x 2 bedroom and 4 x 1 bedroom) with associated facilities.","16","2545968","1782178","249000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAJKP8OZ08G00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"25/00487/COU","Application Permitted","Application Permitted","02/06/2025","Hull City Council","primary_consent","east-riding-of-yorkshire","hull","23 Grove Street Kingston Upon Hull HU5 2UY","HU5 2UY","Continued use of the property as a 7 bedroom House in Multiple Occupation (HMO) - (Sui Generis)","7","2065000","1445500","130500","","","","","https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=SX814QSO00200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"DC/26/0811/DRC","Permitted","Permitted","27/02/2026","East Suffolk Council","condition_discharge","suffolk","felixstowe","Land West Of Halesworth Road Ilketshall St Lawrence Suffolk","","Discharge of condition No. 25 of DC/22/3413/RG3 - Residential development comprising 7 dwellings - Details of all external facing and roofing materials","7","1995000","1396500","285000","","","","","https://publicaccess.eastsuffolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TB4DJXQXH8H00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"25/01074/S73","Application Permitted","Application Permitted","19/11/2025","Hull City Council","variation","east-riding-of-yorkshire","hull","115 Newland Park Kingston Upon Hull HU5 2DT","HU5 2DT","Erection of a detached 4 bedroom dwelling to the rear of 115 Newland Park following the demolition of an existing double garage. Variation under Section 73 of condition 1 of approved planning permission 21/00995/FULL (as amended by 25/01074/S73) to vary details relating to access and car port.","4","1800000","1260000","130500","","","","","https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=T5ZB43SOMJ200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"25/00496/COU","Application Permitted","Application Permitted","03/06/2025","Hull City Council","primary_consent","east-riding-of-yorkshire","hull","676 Holderness Road Kingston Upon Hull HU9 3EX","HU9 3EX","Change of use from 6 bedroom dwelling to a 4 bedroom care home for young people (class C2 use)","6","1770000","1239000","130500","","","","","https://www.hullcc.gov.uk/padcbc/publicaccess-live/applicationDetails.do?activeTab=summary&keyVal=SX9X8LSO03400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00153/FUL","Approved","Approved","24/02/2026","Brentwood Borough Council","variation","essex","brentwood","Enderley School Road Kelvedon Hatch Essex CM15 0DL","CM15 0DL","Variation of Condition 2 (Development in accordance with drawings) and 13 (Off street parking spaces) of application 25/00028/FUL (Demolition of existing detached dwelling and garage. Proposed 2 x 5 bedroom two storey detached dwellings both with new access layout with parking to front of property and detached outbuilding to rear of the property) to allow for the replacement of integral garages with habitable rooms.","2","1640000","1148000","510000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TA8H3GDJIW200","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"22/01459/NON/1","Approved","Approved","23/02/2026","Brentwood Borough Council","non_material_amendment","essex","brentwood","Birley Grange 30 Hall Lane Shenfield Essex CM15 9AL","CM15 9AL","Non material amendment to application 22/01459/FUL (Conversion of existing dwelling into two apartments, retention of existing annex to be used as a dwelling. Removal of tennis court and construction of 6 dwellings, including 3 double garages and a single garage. Additional car parking spaces for the existing Church) to allow for the change from bay window to bay with patio doors.","6","1620000","1134000","510000","","","","","https://publicaccess.brentwood.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAXC34DJJD600","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00276/PIP","Application Permitted","Application Permitted","10/02/2026","King's Lynn & West Norfolk Borough Council","primary_consent","norfolk","kings-lynn","Land West of 36 To 42 Wanton Lane Terrington St Clement Norfolk PE34 4NP","PE34 4NP","PERMISSION IN PRINCIPLE: Construction of between 4-6 dwellings.","6","1578000","1104600","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TACFBIIV0KZ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00168/DIS","Approved","Approved","16/02/2026","Southampton City Council","condition_discharge","hampshire","southampton","24 - 28 John Street Southampton","","Application for approval of details reserved by conditions 11 (archaeological damage assessment), 13 (energy and water), 15 (drainage), 16 (protection of sewers), 17 and 18 (sustainable measures) and 19 (parking control) of planning permission ref 16/00258/FUL for 9 flats and a commercial unit","9","1432107","1002475","249000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAJWXBOZ08G00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00155/S73","Decided (Approved)","Decided (Approved)","16/02/2026","Reigate and Banstead Borough Council","variation","surrey","redhill","Park View 105 Bell Street Reigate Surrey RH2 7JB","RH2 7JB","Extension of the existing building to provide three additional self-contained residential units, associated car parking and landscaping. Variation of condition 1 of permission 24/01861/F. Change to roof design.","3","1417500","992250","472500","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T9MNHXMVN5B00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00574/PIP","Granted","Granted","12/02/2026","City of Bradford","primary_consent","west-yorkshire","bradford","Holmewood Health Centre Holme Wood Road Bradford West Yorkshire BD4 9EJ","BD4 9EJ","Development of up to 9 No residential dwellings (use class C3)","9","1395000","976500","155000","","","","","https://planning.bradford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAK4RNDH0IL00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00131/VAR","Approved","Approved","17/02/2026","Watford Borough Council","variation","hertfordshire","watford","Garage To The Rear Of 113 St Albans Road Watford","","Variation of condition 2 (approved plans) in granted application 23/00614/FUL to erect loft conversion including 2 No. rear dormers and 2 No. front roof lights to create a 3 bedroom house. (Revised description)","3","1200000","840000","400000","","","","","https://pa.watford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=TALA27QWI8O00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00220/LBC","Granted","Granted","02/02/2026","Dacorum Borough Council","primary_consent","hertfordshire","hemel-hempstead","8 Ashridge Cottages Nettleden Road Little Gaddesden Berkhamsted Hertfordshire HP4 1PW","HP4 1PW","Conversion of the detached garage to habitable accommodation and the construction of a glazed link extension connecting it to the main dwellinghouse.","1","789000","552300","445000","","","","","https://planning.dacorum.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=T9OPVUFOMMQ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"260603FUL","Granted with Conditions","Granted with Conditions","16/02/2026","London Borough of Ealing","primary_consent","greater-london","ealing","10 Woodlands Road Southall UB1 1EF","UB1 1EF","Conversion to 2no. 2 bed flats; single storey rear extension, rear roof extension incorporating Juliet balcony; installation of three rooflights to front roofslopes; and replacement of front entry door with associated bin storage, bicycle parking and private amenity space","2","770000","539000","520000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAJJWBJMK4U00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"260439FUL","Granted with Conditions","Granted with Conditions","04/02/2026","London Borough of Ealing","primary_consent","greater-london","ealing","140 Windmill Lane Greenford UB6 9DZ","UB6 9DZ","Conversion of an existing semi-detached dwelling house into a 5-bedroom house in multiple occupation (HMO)(Use Class C4) for up to 5 occupants, provision of associated bin storage and bicycle storage.","1","720250","504175","520000","","","","","https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T9XVDLJMJRZ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00174/F","Application Permitted","Application Permitted","29/01/2026","King's Lynn & West Norfolk Borough Council","primary_consent","norfolk","kings-lynn","8 The Cedars Snettisham King's Lynn Norfolk PE31 7XG","PE31 7XG","HOUSEHOLDER: Single storey extensions and alterations to improve habitable space for existing two bedroom dwelling","2","530000","371000","265000","","","","","https://online.west-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T9NBWIIVJ1400","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00252/F","Decided (Approved)","Decided (Approved)","26/02/2026","Reigate and Banstead Borough Council","primary_consent","surrey","redhill","38 Radstock Way Merstham Surrey RH1 3NG","RH1 3NG","Erection of 1 no. new four-bedroom semi-detached property.","1","530000","371000","472500","","","","","https://planning.reigate-banstead.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAK0WZMVH3C00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00185/FUL","Permitted with Conditions","Permitted with Conditions","20/02/2026","Derbyshire Dales District Council","primary_consent","derbyshire","buxton","Barn At Hill Top Farm Longford Lane Longford Derbyshire","","Erection of 2no. dwellinghouses","2","500000","350000","250000","","","","","https://planning.derbyshiredales.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAQLQVFUMKL00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00257/PIP","Permitted","Permitted","06/03/2026","Derbyshire Dales District Council","primary_consent","derbyshire","buxton","Seven Rakes Salters Lane Matlock Derbyshire DE4 2PA","DE4 2PA","Erection of between 1 and 2 dwellinghouses","2","500000","350000","250000","","","","","https://planning.derbyshiredales.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TBMPOVFU00Q00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00234/VAR","Application Approved","Application Approved","29/01/2026","East Riding of Yorkshire Council","primary_consent","east-riding-of-yorkshire","beverley","Low Cowlam Farm Driffield Road Cowlam East Riding Of Yorkshire YO25 3AD","YO25 3AD","Removal of Condition 4 (colour of blade) of planning permission 25/03045/PLF (Erection of 2 replacement wind turbines (hub height 31.5m and blade tip height 46m))","2","489840","342888","245000","","","","","https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=T9MO90BJLRJ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00281/FUL","Permit","Permit","18/02/2026","Cheltenham Borough Council","primary_consent","gloucestershire","cheltenham","Wayside Swindon Lane Cheltenham Gloucestershire GL50 4PB","GL50 4PB","Change of use of property from 2no. apartments back to a single dwelling house, installation of rooflights in front roofslope and dormer in rear roofslope.","2","410000","287000","315500","","","","","https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TAN7I7ELJRC00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00093/FUL","Approved","Approved","05/02/2026","Southampton City Council","primary_consent","hampshire","southampton","12-12A Portsmouth Road Southampton SO19 9AA","SO19 9AA","Internal and external changes, including an external staircase to the rear, to facilitate the conversion of the existing ground floor office (Class E) to a self contained 1 bedroom flat with no external changes to the front elevation (2 flats in total)","2","318246","222772","249000","","","","","https://planningpublicaccess.southampton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T9IXBSOZ0KD00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
"26/00297/FUL","Granted","Granted","26/01/2026","City of Bradford","primary_consent","west-yorkshire","bradford","24 Oakroyd Terrace North Avenue Bradford West Yorkshire BD8 7AE","BD8 7AE","Conversion of dwelling into 3 self-contained apartments; with new external stairs to front to serve existing basement apartment","3","255000","178500","155000","","","","","https://planning.bradford.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=T9GYQQDHMQZ00","Approved finance target has no usable decisionDate in the planning JSON, so it cannot be assigned to a weekly approval window until the scraper captures the decision date."
